100	0.120188	0.165258	0.123192
200	0.210328	0.162253	0.156244
300	0.279436	0.315492	0.14723
400	0.327511	0.153239	0.14723
500	0.372581	0.321502	0.183286
600	0.459717	0.156244	0.171267
700	0.534834	0.210328	0.165258
800	0.588919	0.195305	0.180281
900	0.658027	0.189295	0.159248
1000	0.733144	0.210328	0.183286
