200	0.185089	0.144225
300	0.24999	0.138817
400	0.316093	0.14122
500	0.438083	0.263211
600	0.464525	0.204319
700	0.588318	0.188093
800	0.588919	0.163455
900	0.802853	0.181483
1000	0.755378	0.205521
