  -1.9999280e+00   2.2080092e-04
  -1.9712109e+00   8.9764054e-02
  -1.9567948e+00   1.3587371e-01
  -1.9427947e+00   1.8144076e-01
  -1.9258340e+00   2.3773781e-01
  -1.9095258e+00   2.9306279e-01
  -1.8970211e+00   3.3632223e-01
  -1.8832232e+00   3.8494625e-01
  -1.8346268e+00   5.6444714e-01
  -1.8147026e+00   6.4222995e-01
  -1.8001823e+00   7.0066422e-01
  -1.7870859e+00   7.5474033e-01
  -1.7743821e+00   8.0853428e-01
  -1.7623674e+00   8.6071511e-01
  -1.7497482e+00   9.1699663e-01
  -1.6518606e+00   1.4242308e+00
  -1.6431653e+00   1.4779476e+00
  -1.6348653e+00   1.5311831e+00
  -1.6271627e+00   1.5825092e+00
  -1.6149872e+00   1.6680114e+00
  -1.6072024e+00   1.7259654e+00
  -1.5998384e+00   1.7835906e+00
  -1.5921988e+00   1.8467654e+00
  -1.5834325e+00   1.9244245e+00
  -1.5778132e+00   1.9777637e+00
  -1.5735736e+00   2.0202416e+00
  -1.5684599e+00   2.0745409e+00
  -1.5639114e+00   2.1262439e+00
  -1.5594571e+00   2.1807534e+00
  -1.5564417e+00   2.2203613e+00
  -1.5532588e+00   2.2651303e+00
  -1.5501300e+00   2.3128728e+00
  -1.5470481e+00   2.3646614e+00
  -1.5446450e+00   2.4094873e+00
  -1.5420284e+00   2.4646246e+00
  -1.5401004e+00   2.5115138e+00
  -1.5385242e+00   2.5560596e+00
  -1.5370798e+00   2.6050843e+00
  -1.5357236e+00   2.6654513e+00
  -1.5350356e+00   2.7091762e+00
  -1.5345273e+00   2.7638799e+00
  -1.5344111e+00   2.8155735e+00
  -1.5345791e+00   2.8573586e+00
  -1.5349780e+00   2.8986876e+00
  -1.5357138e+00   2.9455446e+00
  -1.5364927e+00   2.9818310e+00
  -1.5382239e+00   3.0429660e+00
  -1.5398084e+00   3.0871918e+00
  -1.5413007e+00   3.1230483e+00
  -1.5433333e+00   3.1659422e+00
  -1.5452035e+00   3.2011117e+00
  -1.5473816e+00   3.2382761e+00
  -1.5497524e+00   3.2751824e+00
  -1.5525401e+00   3.3149226e+00
  -1.5555765e+00   3.3546864e+00
  -1.5593268e+00   3.3998180e+00
  -1.5627415e+00   3.4378411e+00
  -1.5662917e+00   3.4748418e+00
  -1.5702964e+00   3.5139943e+00
  -1.5740976e+00   3.5490112e+00
  -1.5784911e+00   3.5872664e+00
  -1.5829028e+00   3.6236195e+00
  -1.5872668e+00   3.6578153e+00
  -1.5928956e+00   3.6996698e+00
  -1.5977816e+00   3.7341990e+00
  -1.6037876e+00   3.7746356e+00
  -1.6097678e+00   3.8129576e+00
  -1.6152704e+00   3.8467007e+00
  -1.6208902e+00   3.8798154e+00
  -1.6269200e+00   3.9139763e+00
  -1.6340183e+00   3.9525510e+00
  -1.6406278e+00   3.9870271e+00
  -1.6476784e+00   4.0224162e+00
  -1.6557900e+00   4.0615203e+00
  -1.6628477e+00   4.0942665e+00
