100	0.0955877	0.031519
200	0.239226	0.069026
300	0.718084	0.227057
400	0.662309	0.198104
500	1.0454	0.339762
600	1.49409	0.432386
700	2.05002	0.587868
800	2.67891	0.763175
900	3.36153	0.964812
1000	4.12614	1.18106
