100	0.0810194	0.0290553	0.0531489
200	0.245548	0.0722682	0.0984149
300	0.368929	0.114497	0.178673
400	0.656308	0.196376	0.30764
500	1.01655	0.298384	0.479825
600	1.4799	0.442835	0.679781
700	2.03061	0.581743	0.945885
800	2.64704	0.762832	1.18363
900	3.34172	0.974051	1.52205
1000	4.13431	1.22332	1.85926
