100	0.138216	0.171268	0.129202
200	0.234367	0.162254	0.162254
300	0.288451	0.168263	0.168263
400	0.333522	0.171268	0.168263
500	0.378592	0.144226	0.171268
600	0.579907	0.201315	0.183287
700	0.531832	0.180282	0.177277
800	0.745165	0.177277	0.192301
900	0.793241	0.174273	0.294461
1000	0.730142	0.186291	0.192301
