200	0.247586	0.143624
300	0.250591	0.173671
400	0.327511	0.161652
500	0.433276	0.159849
600	0.455511	0.193502
700	0.555266	0.186291
800	0.644205	0.194704
900	0.74997	0.189896
1000	0.721125	0.206723
