100	0.00685998	0.0124172
200	0.0253729	0.0451616
300	0.053905	0.0967468
400	0.094397	0.166325
500	0.146217	0.257304
600	0.206657	0.363465
700	0.282327	0.493483
800	0.365436	0.645197
900	0.461797	0.810191
1000	0.572571	0.998949
