100	0.030086	0.0385506
200	0.0507193	0.0761217
300	0.0652447	0.110224
400	0.0636322	0.0936583
500	0.0721866	0.106054
600	0.0930552	0.131255
700	0.114206	0.162085
800	0.135344	0.171559
900	0.148432	0.185939
1000	0.156354	0.207385
