100	0.122693	0.0311682
200	0.359711	0.113
300	0.562773	0.171731
400	0.739107	0.218122
500	1.04647	0.30341
600	1.46969	0.428635
700	2.06384	0.598043
800	2.63552	0.759278
900	3.37797	0.971245
1000	4.24454	1.243
