100	0.0378364	0.063132
200	0.0654332	0.103077
300	0.124793	0.206321
400	0.203644	0.346597
500	0.304522	0.51341
600	0.430303	0.725295
700	0.606465	1.01945
800	0.774937	1.29159
900	1.00269	1.66982
1000	1.24013	2.0535
