100	0.0386067	0.014192
200	0.285747	0.0949469
300	0.397564	0.123827
400	0.670941	0.208966
500	1.06189	0.321052
600	1.59462	0.47716
700	2.3459	0.745131
800	2.94505	0.87477
900	4.01627	1.19725
1000	4.35138	1.26357
