100	0.0504871	0.0280056
200	0.0799609	0.0454624
300	0.16702	0.0977277
400	0.284647	0.164167
500	0.440736	0.259485
600	0.608523	0.368104
700	0.81746	0.493913
800	1.05789	0.647835
900	1.33583	0.822975
1000	1.66233	1.02888
