100	0.0268412	0.00831623
200	0.0942736	0.0298831
300	0.167269	0.054934
400	0.281127	0.093717
500	0.42843	0.146325
600	0.609525	0.21435
700	0.825328	0.281735
800	1.06719	0.370942
900	1.32933	0.466939
1000	1.64196	0.575625
